listing_id,end_time,settle_time,listing_type,listing_state,horse_id,horse_name,horse_gender,hex_color,generation,bloodline,complete_rating,breeding_slots,winning_bid_amount,winning_bidder,total_bids,user_id
d5627c0a-00ce-4acc-b801-bf09b1797441,2025-07-01T02:28:47+00:00,2025-07-01T02:28:47+00:00,STUD_AUCTION,ACTIVE,2b2f551f-1244-48ff-9657-02f8f7c56bc8,Heros IDA,MALE,FFFDE7,3,BUTERIN,3.0,0,0.0,,0,61f5cf67-262b-4018-a84e-a2ce8e3be1b3
b885b5bb-1cf7-421f-af6e-f96dde67d5aa,2025-07-01T02:18:47+00:00,2025-07-01T02:18:47+00:00,STUD_AUCTION,ACTIVE,937d847c-38f1-4e12-9dd9-6e5913377e32,Breaker,MALE,FDD835,4,NAKAMOTO,3.5,0,0.0,,0,76e5651b-1a30-448d-8316-73acb5c902cd
e571e139-58ff-4f48-9e19-b077f6755f6f,2025-07-01T02:15:14+00:00,2025-07-01T02:15:14+00:00,STUD_AUCTION,ACTIVE,44b951a4-5628-4ebe-b763-da21cf1a098b,Yellow wire,MALE,D4E157,1,BUTERIN,3.5,2,0.0,,0,af186f26-12a6-47d0-bc68-5665df9f64fe
dea2af39-03fe-407b-84e9-7c69db424d04,2025-07-01T02:06:53+00:00,2025-07-01T02:06:53+00:00,STUD_AUCTION,ACTIVE,c73f7213-3f74-4755-8794-7fa57d740b9e,Grimcompiler,MALE,03A9F4,1,SZABO,3.0,3,0.0,,0,af186f26-12a6-47d0-bc68-5665df9f64fe
f8e7fa78-7486-4e93-9c8a-4639b647969d,2025-07-01T02:06:23+00:00,2025-07-01T02:06:23+00:00,STUD_AUCTION,ACTIVE,6c77f228-e1d5-4474-80ce-2fa60e976e88,Hardsyntax,MALE,E6EE9C,4,FINNEY,3.0,0,0.0,,0,af186f26-12a6-47d0-bc68-5665df9f64fe
48115786-9af1-4735-aa7f-41fe866e58e8,2025-07-01T02:05:42+00:00,2025-07-01T02:05:42+00:00,STUD_AUCTION,ACTIVE,a26a0920-1bc8-429e-be9a-4d966cf80304,Turbo Fury,MALE,F44336,2,SZABO,3.5,2,0.0,,0,af186f26-12a6-47d0-bc68-5665df9f64fe
ac4da934-e2b1-4623-b9a4-97902369a7a8,2025-07-01T01:47:03+00:00,2025-07-01T01:47:03+00:00,STUD_AUCTION,ACTIVE,a188f869-021a-4e93-8d07-2af085bec1ef,Yearning Wrasse,MALE,C6FF00,0,BUTERIN,3.0,2,0.0,,0,cb4eeb9b-4844-448b-84b3-bc9449795188
e4e223dd-564b-4c9c-a092-8e4898fa6163,2025-07-01T01:45:10+00:00,2025-07-01T01:45:10+00:00,STUD_AUCTION,ACTIVE,edef7661-1503-4bcb-88cd-7775111698ac,Fishstick,MALE,AB47BC,2,BUTERIN,3.0,0,0.0,,0,36b91027-33d7-4a81-96ea-68c23947d313
cf1da307-b276-454a-8425-1e6524f6fd5b,2025-07-01T01:38:27+00:00,2025-07-01T01:38:27+00:00,STUD_AUCTION,ACTIVE,2883bd90-c533-4421-bc63-a0026689512f,Chad,MALE,E6EE9C,3,FINNEY,3.5,1,0.0,,0,c14b892e-23f5-4c92-8a16-5c34301b9b23
8ed9e7f1-e39c-4a71-b092-34371caa51f3,2025-07-01T01:22:01+00:00,2025-07-01T01:22:01+00:00,STUD_AUCTION,ACTIVE,c742127e-5cd1-453b-acdc-4e78d69d64f8,Francisc,MALE,FFF9C4,0,BUTERIN,3.0,0,0.0,,0,dfc4bfa8-5450-4871-a48c-8b91048e005f
795f4e28-4612-45d5-9a7a-591e2b73e4c0,2025-07-01T01:17:23+00:00,2025-07-01T01:17:23+00:00,STUD_AUCTION,ACTIVE,01aeb403-145a-4a60-ad3a-8e8e09616bfe,SAVANNA SUN,MALE,29B6F6,3,SZABO,3.0,0,500.0,KAN KAN,1,a54dd850-e18d-4c11-9732-d8c0e4652605
dbbd7f96-3f37-4da6-8f89-74c91cd6d1f3,2025-07-01T01:17:14+00:00,2025-07-01T01:17:14+00:00,STUD_AUCTION,ACTIVE,c5dd1fb3-290c-4235-9316-d0526fed1bd9,INFLUENCE KAN,MALE,E91E63,1,NAKAMOTO,3.5,0,500.0,HABSBURGO,1,a54dd850-e18d-4c11-9732-d8c0e4652605
3c388aa8-2577-45bb-ac75-1bd635916be1,2025-07-01T01:15:10+00:00,2025-07-01T01:15:10+00:00,STUD_AUCTION,ACTIVE,2f563f8a-b131-47e2-93d6-16f3802d2269,Aquaman,MALE,00ACC1,0,SZABO,3.0,0,100.0,Intrepid Example,1,078ed0ad-b2f8-4910-9617-987483fc1c8c
20c34da2-85f6-4add-ba42-3499c3020dd6,2025-07-01T01:14:30+00:00,2025-07-01T01:14:30+00:00,STUD_AUCTION,ACTIVE,b0da3937-874b-4927-948b-480abdb6ee75,Faint Layer,MALE,4DD0E1,0,SZABO,3.0,3,0.0,,0,f60d178f-0bd1-4280-a834-2035f5abc39e
6ef112c8-c542-40d8-9482-b72beb325b61,2025-07-01T01:12:44+00:00,2025-07-01T01:12:44+00:00,STUD_AUCTION,ACTIVE,39100cae-af28-4f6a-9ae4-df0108c25f0a,Bumblebee,MALE,F9A825,0,BUTERIN,3.5,2,0.0,,0,3fd5634b-03a0-46ac-b16e-4e7ef66af919
a4ad6738-b88a-424c-9019-ba7902eed5a0,2025-07-01T01:10:04+00:00,2025-07-01T01:10:04+00:00,STUD_AUCTION,ACTIVE,b9dfc9c4-1acd-4a2e-a9b1-14ea2b85495d,lamello ball,MALE,F44336,2,FINNEY,3.0,1,0.0,,0,384402be-0514-4497-b26d-a5588a3dca8b
c7c32b9d-0def-4a34-88fa-f6636f90d8f7,2025-07-01T01:08:58+00:00,2025-07-01T01:08:58+00:00,STUD_AUCTION,ACTIVE,b3cfbd2e-d49b-4823-b6ae-1a3378d6a7a6,Mister Bean,MALE,00ACC1,1,SZABO,3.5,0,0.0,,0,3fd5634b-03a0-46ac-b16e-4e7ef66af919
2ae4aaaa-849a-4bf6-8901-b7aed32f61e2,2025-07-01T01:08:48+00:00,2025-07-01T01:08:48+00:00,STUD_AUCTION,ACTIVE,791d442c-72e9-40b5-9cba-2e785a08f31b,Mister Milkshake,MALE,81D4FA,1,SZABO,3.5,3,0.0,,0,3fd5634b-03a0-46ac-b16e-4e7ef66af919
09360ead-289b-4586-9a9c-513f808dc178,2025-07-01T01:08:36+00:00,2025-07-01T01:08:36+00:00,STUD_AUCTION,ACTIVE,568649e8-2a4a-48cb-89b4-858aa8f986c4,Loneliest Number,MALE,673AB7,3,SZABO,3.0,1,0.0,,0,3fd5634b-03a0-46ac-b16e-4e7ef66af919
ae8dea56-becb-4bb6-a431-1af8be18c3c7,2025-07-01T01:08:26+00:00,2025-07-01T01:08:26+00:00,STUD_AUCTION,ACTIVE,2e76d65c-06b7-4d9d-b966-36cf0a00ac4a,One Of A Kind,MALE,EC407A,2,NAKAMOTO,3.0,1,0.0,,0,3fd5634b-03a0-46ac-b16e-4e7ef66af919
45e14800-7312-46a2-b409-bf0c0a068281,2025-07-01T01:06:05+00:00,2025-07-01T01:06:05+00:00,STUD_AUCTION,ACTIVE,ef349d97-950b-4658-a8fb-3b354f350bba,Macho Nacho,MALE,DCE775,0,BUTERIN,3.0,0,0.0,,0,e4983c52-0694-4278-9445-c7fe69c52715
5cc886eb-eed4-429d-bc58-99a011e42cd8,2025-07-01T00:53:51+00:00,2025-07-01T00:53:51+00:00,STUD_AUCTION,ACTIVE,916608d1-7481-4fa8-ba7b-a7ba5848ba0d,Mindful,MALE,E57373,3,SZABO,3.0,0,0.0,,0,76e5651b-1a30-448d-8316-73acb5c902cd
0d8c8cf1-51d6-4b1c-9904-1adb8a6b9bca,2025-07-01T00:53:25+00:00,2025-07-01T00:53:25+00:00,STUD_AUCTION,ACTIVE,da235087-95bb-4ca8-99b6-3c1ad1ba9b3e,Yearning Ceres,MALE,7B1FA2,2,FINNEY,3.0,1,500.0,Wonderful Helios,1,c97e4e1d-f217-46cf-b15f-cb9d61536396
